CVE_id,Description,cwe_value,cvss,severity,publishedDate,lastModifiedDate,version,cwe_cd,cwe_name,year
CVE-2021-32803,"The npm package ""tar"" (aka node-tar) before versions 6.1.2, 5.0.7, 4.4.15, and 3.2.3 has an arbitrary File Creation/Overwrite vulnerability via insufficient symlink protection. `node-tar` aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary `stat` calls to determine whether a given path is a directory, paths are cached when directories are created. This logic was insufficient when extracting tar files that contained both a directory and a symlink with the same name as the directory. This order of operations resulted in the directory being created and added to the `node-tar` directory cache. When a directory is present in the directory cache, subsequent calls to mkdir for that directory are skipped. However, this is also where `node-tar` checks for symlinks occur. By first creating a directory, and then replacing that directory with a symlink, it was thus possible to bypass `node-tar` symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite. This issue was addressed in releases 3.2.3, 4.4.15, 5.0.7 and 6.1.2.",CWE-22,8.1,HIGH,2021-08-03T19:15Z,2022-04-25T19:12Z,3.1,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021
CVE-2021-27039,A maliciously crafted TIFF and PCX file can be forced to read and write beyond allocated boundaries when parsing the TIFF and PCX file for based overflow. This vulnerability can be exploited to execute arbitrary code.,CWE-787,7.8,HIGH,2021-07-09T15:15Z,2022-04-25T19:12Z,3.1,787, Out-of-bounds Write,2021
CVE-2022-1380,Stored Cross Site Scripting vulnerability in Item name parameter in GitHub repository snipe/snipe-it prior to v5.4.3. The vulnerability is capable of stolen the user Cookie.,CWE-79,5.4,MEDIUM,2022-04-16T12:15Z,2022-04-25T19:11Z,3.1,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022
CVE-2021-3633,A DLL preloading vulnerability was reported in Lenovo Driver Management prior to version 2.9.0719.1104 that could allow privilege escalation.,CWE-427,7.8,HIGH,2021-08-17T17:15Z,2022-04-25T19:11Z,3.1,427, Uncontrolled Search Path Element,2021
CVE-2021-29988,"Firefox incorrectly treated an inline list-item element as a block element, resulting in an out of bounds read or memory corruption, and a potentially exploitable crash. This vulnerability affects Thunderbird < 78.13, Thunderbird < 91, Firefox ESR < 78.13, and Firefox < 91.",CWE-125,8.8,HIGH,2021-08-17T20:15Z,2022-04-25T19:11Z,3.1,125, Out-of-bounds Read,2021
CVE-2022-29287,"Kentico CMS before 13.0.66 has an Insecure Direct Object Reference vulnerability. It allows an attacker with user management rights (default is Administrator) to export the user options of any user, even ones with higher privileges (like Global Administrators) than the current user. The exported XML contains every option of the exported user (even the hashed password).",CWE-639,4.9,MEDIUM,2022-04-16T00:15Z,2022-04-25T19:10Z,3.1,639, Authorization Bypass Through User-Controlled Key,2022
CVE-2022-29020,ForestBlog through 2022-02-16 allows admin/profile/save userAvatar XSS during addition of a user avatar.,CWE-79,6.1,MEDIUM,2022-04-16T00:15Z,2022-04-25T19:08Z,3.1,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022
CVE-2022-1365,Exposure of Private Personal Information to an Unauthorized Actor in GitHub repository lquixada/cross-fetch prior to 3.1.5.,CWE-863,6.1,MEDIUM,2022-04-15T23:15Z,2022-04-25T18:56Z,3.1,863, Incorrect Authorization,2022
CVE-2022-29281,"Notable before 1.9.0-beta.8 doesn't effectively prevent the opening of executable files when clicking on a link. There is improper validation of the file URI scheme. A hyperlink to an SMB share could lead to execution of an arbitrary program (or theft of NTLM credentials via an SMB relay attack, because the application resolves UNC paths).",CWE-20,8.8,HIGH,2022-04-15T21:15Z,2022-04-25T18:55Z,3.1,20, Improper Input Validation,2022
CVE-2022-29072,** DISPUTED ** 7-Zip through 21.07 on Windows allows privilege escalation and command execution when a file with the .7z extension is dragged to the Help>Contents area. This is caused by misconfiguration of 7z.dll and a heap overflow. The command runs in a child process under the 7zFM.exe process. NOTE: multiple third parties have reported that no privilege escalation can occur.,CWE-787,7.8,HIGH,2022-04-15T20:15Z,2022-04-25T18:53Z,3.1,787, Out-of-bounds Write,2022
CVE-2022-24279,"The package madlib-object-utils before 0.1.8 are vulnerable to Prototype Pollution via the setValue method, as it allows an attacker to merge object prototypes into it. *Note:* This vulnerability derives from an incomplete fix of [CVE-2020-7701](https://security.snyk.io/vuln/SNYK-JS-MADLIBOBJECTUTILS-598676)",CWE-1321,7.5,HIGH,2022-04-15T20:15Z,2022-04-25T18:50Z,3.1,1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),2022
CVE-2022-28113,An issue in upload.csp of FANTEC GmbH MWiD25-DS Firmware v2.000.030 allows attackers to write files and reset the user passwords without having a valid session cookie.,CWE-565,7.2,HIGH,2022-04-15T19:15Z,2022-04-25T18:49Z,3.1,565, Reliance on Cookies without Validation and Integrity Checking,2022
CVE-2022-29464,"Certain WSO2 products allow unrestricted file upload with resultant remote code execution. The attacker must use a /fileupload endpoint with a Content-Disposition directory traversal sequence to reach a directory under the web root, such as a ../../../../repository/deployment/server/webapps directory. This affects WSO2 API Manager 2.2.0 and above through 4.0.0; WSO2 Identity Server 5.2.0 and above through 5.11.0; WSO2 Identity Server Analytics 5.4.0, 5.4.1, 5.5.0, and 5.6.0; WSO2 Identity Server as Key Manager 5.3.0 and above through 5.10.0; and WSO2 Enterprise Integrator 6.2.0 and above through 6.6.0.",CWE-434,9.8,CRITICAL,2022-04-18T22:15Z,2022-04-25T18:47Z,3.1,434, Unrestricted Upload of File with Dangerous Type,2022
CVE-2019-13990,initDocumentParser in xml/XMLSchedulingDataProcessor.java in Terracotta Quartz Scheduler through 2.3.0 allows XXE attacks via a job description.,CWE-611,9.8,CRITICAL,2019-07-26T19:15Z,2022-04-25T18:43Z,3.1,611, Improper Restriction of XML External Entity Reference,2019
CVE-2022-20693,"A vulnerability in the web UI feature of Cisco IOS XE Software could allow an authenticated, remote attacker to perform an injection attack against an affected device. This vulnerability is due to insufficient input validation. An attacker could exploit this vulnerability by sending crafted input to the web UI API. A successful exploit could allow the attacker to inject commands to the underlying operating system with root privileges.",CWE-74,7.2,HIGH,2022-04-15T15:15Z,2022-04-25T18:42Z,3.1,74, Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2022
CVE-2021-37713,"The npm package ""tar"" (aka node-tar) before versions 4.4.18, 5.0.10, and 6.1.9 has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be outside of the extraction target directory is not extracted. This is, in part, accomplished by sanitizing absolute paths of entries within the archive, skipping archive entries that contain `..` path portions, and resolving the sanitized paths against the extraction target directory. This logic was insufficient on Windows systems when extracting tar files that contained a path that was not an absolute path, but specified a drive letter different from the extraction target, such as `C:some\path`. If the drive letter does not match the extraction target, for example `D:\extraction\dir`, then the result of `path.resolve(extractionDirectory, entryPath)` would resolve against the current working directory on the `C:` drive, rather than the extraction target directory. Additionally, a `..` portion of the path could occur immediately after the drive letter, such as `C:../foo`, and was not properly sanitized by the logic that checked for `..` within the normalized and split portions of the path. This only affects users of `node-tar` on Windows systems. These issues were addressed in releases 4.4.18, 5.0.10 and 6.1.9. The v3 branch of node-tar has been deprecated and did not receive patches for these issues. If you are still using a v3 release we recommend you update to a more recent version of node-tar. There is no reasonable way to work around this issue without performing the same path normalization procedures that node-tar now does. Users are encouraged to upgrade to the latest patched versions of node-tar, rather than attempt to sanitize paths themselves.",CWE-22,8.6,HIGH,2021-08-31T17:15Z,2022-04-25T18:40Z,3.1,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021
CVE-2021-37712,"The npm package ""tar"" (aka node-tar) before versions 4.4.18, 5.0.10, and 6.1.9 has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary stat calls to determine whether a given path is a directory, paths are cached when directories are created. This logic was insufficient when extracting tar files that contained both a directory and a symlink with names containing unicode values that normalized to the same value. Additionally, on Windows systems, long path portions would resolve to the same file system entities as their 8.3 ""short path"" counterparts. A specially crafted tar archive could thus include a directory with one form of the path, followed by a symbolic link with a different string that resolves to the same file system entity, followed by a file using the first form. By first creating a directory, and then replacing that directory with a symlink that had a different apparent name that resolved to the same entry in the filesystem, it was thus possible to bypass node-tar symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite. These issues were addressed in releases 4.4.18, 5.0.10 and 6.1.9. The v3 branch of node-tar has been deprecated and did not receive patches for these issues. If you are still using a v3 release we recommend you update to a more recent version of node-tar. If this is not possible, a workaround is available in the referenced GHSA-qq89-hq3f-393p.",CWE-22,8.6,HIGH,2021-08-31T17:15Z,2022-04-25T18:40Z,3.1,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021
CVE-2021-37701,"The npm package ""tar"" (aka node-tar) before versions 4.4.16, 5.0.8, and 6.1.7 has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary stat calls to determine whether a given path is a directory, paths are cached when directories are created. This logic was insufficient when extracting tar files that contained both a directory and a symlink with the same name as the directory, where the symlink and directory names in the archive entry used backslashes as a path separator on posix systems. The cache checking logic used both `\` and `/` characters as path separators, however `\` is a valid filename character on posix systems. By first creating a directory, and then replacing that directory with a symlink, it was thus possible to bypass node-tar symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite. Additionally, a similar confusion could arise on case-insensitive filesystems. If a tar archive contained a directory at `FOO`, followed by a symbolic link named `foo`, then on case-insensitive file systems, the creation of the symbolic link would remove the directory from the filesystem, but _not_ from the internal directory cache, as it would not be treated as a cache hit. A subsequent file entry within the `FOO` directory would then be placed in the target of the symbolic link, thinking that the directory had already been created. These issues were addressed in releases 4.4.16, 5.0.8 and 6.1.7. The v3 branch of node-tar has been deprecated and did not receive patches for these issues. If you are still using a v3 release we recommend you update to a more recent version of node-tar. If this is not possible, a workaround is available in the referenced GHSA-9r2w-394v-53qc.",CWE-22,8.6,HIGH,2021-08-31T17:15Z,2022-04-25T18:30Z,3.1,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021
CVE-2022-26808,Windows File Explorer Elevation of Privilege Vulnerability.,CWE-362,7.0,HIGH,2022-04-15T19:15Z,2022-04-25T18:22Z,3.1,362, Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2022
CVE-2021-40702,"Adobe Premiere Elements version 2021.2235820 (and earlier) is affected by a memory corruption vulnerability due to insecure handling of a malicious psd file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-27T16:15Z,2022-04-25T18:19Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-40701,"Adobe Premiere Elements version 2021.2235820 (and earlier) is affected by a memory corruption vulnerability due to insecure handling of a malicious m4a file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-27T16:15Z,2022-04-25T18:18Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-40700,"Adobe Premiere Elements version 2021.2235820 (and earlier) is affected by a memory corruption vulnerability due to insecure handling of a malicious TIFF file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-27T16:15Z,2022-04-25T18:18Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-39824,"Adobe Premiere Elements version 2021.2235820 (and earlier) is affected by a memory corruption vulnerability due to insecure handling of a malicious png file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-27T16:15Z,2022-04-25T18:18Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-39819,"Adobe InCopy version 11.1 (and earlier) is affected by a memory corruption vulnerability due to insecure handling of a malicious XML file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-27T16:15Z,2022-04-25T18:18Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-39818,"Adobe InCopy version 11.1 (and earlier) is affected by a memory corruption vulnerability due to insecure handling of a malicious TIFF file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-27T16:15Z,2022-04-25T18:18Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-3828,nltk is vulnerable to Inefficient Regular Expression Complexity,CWE-697,7.5,HIGH,2021-09-27T13:15Z,2022-04-25T18:18Z,3.1,697,Incorrect Comparison,2021
CVE-2021-33697,"Under certain conditions, SAP BusinessObjects Business Intelligence Platform (SAPUI5), versions - 420, 430, can allow an unauthenticated attacker to redirect users to a malicious site due to Reverse Tabnabbing vulnerabilities.",CWE-269,6.1,MEDIUM,2021-09-15T19:15Z,2022-04-25T18:17Z,3.1,269, Improper Privilege Management,2021
CVE-2021-27044,A Out-Of-Bounds Read/Write Vulnerability in Autodesk FBX Review version 1.4.0 may lead to remote code execution through maliciously crafted DLL files or information disclosure.,CWE-125,7.8,HIGH,2021-09-15T15:15Z,2022-04-25T18:17Z,3.1,125, Out-of-bounds Read,2021
CVE-2021-32834,Eclipse Keti is a service that was designed to protect RESTfuls API using Attribute Based Access Control (ABAC). In Keti a user able to create Policy Sets can run arbitrary code by sending malicious Groovy scripts which will escape the configured Groovy sandbox. This vulnerability is known to exist in the latest commit at the time of writing this CVE (commit a1c8dbe). For more details see the referenced GHSL-2021-063.,CWE-917,9.9,CRITICAL,2021-09-09T02:15Z,2022-04-25T18:16Z,3.1,917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),2021
CVE-2021-28568,Adobe Genuine Services version 7.1 (and earlier) is affected by an Insecure file permission vulnerability during installation process. A local authenticated attacker could leverage this vulnerability to achieve privilege escalation in the context of the current user.,CWE-668,6.5,MEDIUM,2021-09-08T17:15Z,2022-04-25T18:16Z,3.1,668, Exposure of Resource to Wrong Sphere,2021
CVE-2022-26807,Windows Work Folder Service Elevation of Privilege Vulnerability.,CWE-362,7.0,HIGH,2022-04-15T19:15Z,2022-04-25T18:16Z,3.1,362, Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2022
CVE-2021-39115,"Affected versions of Atlassian Jira Service Management Server and Data Center allow remote attackers with ""Jira Administrators"" access to execute arbitrary Java code or run arbitrary system commands via a Server_Side Template Injection vulnerability in the Email Template feature. The affected versions are before version 4.13.9, and from version 4.14.0 before 4.18.0.",CWE-94,7.2,HIGH,2021-09-01T23:15Z,2022-04-25T18:16Z,3.1,94, Improper Control of Generation of Code ('Code Injection'),2021
CVE-2021-36065,Adobe Photoshop versions 21.2.10 (and earlier) and 22.4.3 (and earlier) are affected by a heap-based buffer overflow vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,CWE-787,7.8,HIGH,2021-09-01T15:15Z,2022-04-25T18:16Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-36059,"Adobe Bridge version 11.1 (and earlier) is affected by a memory corruption vulnerability due to insecure handling of a malicious Bridge file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-01T15:15Z,2022-04-25T18:15Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-3634,"A flaw has been found in libssh in versions prior to 0.9.6. The SSH protocol keeps track of two shared secrets during the lifetime of the session. One of them is called secret_hash and the other session_id. Initially, both of them are the same, but after key re-exchange, previous session_id is kept and used as an input to new secret_hash. Historically, both of these buffers had shared length variable, which worked as long as these buffers were same. But the key re-exchange operation can also change the key exchange method, which can be based on hash of different size, eventually creating ""secret_hash"" of different size than the session_id has. This becomes an issue when the session_id memory is zeroed or when it is used again during second key re-exchange.",CWE-119,6.5,MEDIUM,2021-08-31T17:15Z,2022-04-25T18:12Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-36301,Dell iDRAC 9 prior to version 4.40.40.00 and iDRAC 8 prior to version 2.80.80.80 contain a Stack Buffer Overflow in Racadm. An authenticated remote attacker may potentially exploit this vulnerability to control process execution and gain access to the underlying operating system.,CWE-787,7.2,HIGH,2021-11-23T20:15Z,2022-04-25T18:08Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-36308,"Networking OS10, versions prior to October 2021 with Smart Fabric Services enabled, contains an authentication bypass vulnerability. A remote unauthenticated attacker could exploit this vulnerability to gain access and perform actions on the affected system.",CWE-287,9.8,CRITICAL,2021-11-20T02:15Z,2022-04-25T18:08Z,3.1,287, Improper Authentication,2021
CVE-2021-42250,Improper output neutralization for Logs. A specific Apache Superset HTTP endpoint allowed for an authenticated user to forge log entries or inject malicious content into logs.,CWE-116,6.5,MEDIUM,2021-11-17T15:15Z,2022-04-25T18:07Z,3.1,116, Improper Encoding or Escaping of Output,2021
CVE-2021-41229,"BlueZ is a Bluetooth protocol stack for Linux. In affected versions a vulnerability exists in sdp_cstate_alloc_buf which allocates memory which will always be hung in the singly linked list of cstates and will not be freed. This will cause a memory leak over time. The data can be a very large object, which can be caused by an attacker continuously sending sdp packets and this may cause the service of the target device to crash.",CWE-401,6.5,MEDIUM,2021-11-12T23:15Z,2022-04-25T18:07Z,3.1,401,Missing Release of Memory after Effective Lifetime,2021
CVE-2021-43172,"NLnet Labs Routinator prior to 0.10.2 happily processes a chain of RRDP repositories of infinite length causing it to never finish a validation run. In RPKI, a CA can choose the RRDP repository it wishes to publish its data in. By continuously generating a new child CA that only consists of another CA using a different RRDP repository, a malicious CA can create a chain of CAs of de-facto infinite length. Routinator prior to version 0.10.2 did not contain a limit on the length of such a chain and will therefore continue to process this chain forever. As a result, the validation run will never finish, leading to Routinator continuing to serve the old data set or, if in the initial validation run directly after starting, never serve any data at all.",CWE-835,7.5,HIGH,2021-11-09T17:15Z,2022-04-25T18:06Z,3.1,835, Loop with Unreachable Exit Condition ('Infinite Loop'),2021
CVE-2021-40124,"A vulnerability in the Network Access Manager (NAM) module of Cisco AnyConnect Secure Mobility Client for Windows could allow an authenticated, local attacker to escalate privileges on an affected device. This vulnerability is due to incorrect privilege assignment to scripts executed before user logon. An attacker could exploit this vulnerability by configuring a script to be executed before logon. A successful exploit could allow the attacker to execute arbitrary code with SYSTEM privileges.",CWE-269,7.8,HIGH,2021-11-04T16:15Z,2022-04-25T18:06Z,3.1,269, Improper Privilege Management,2021
CVE-2021-3576,"Execution with Unnecessary Privileges vulnerability in Bitdefender Endpoint Security Tools, Total Security allows a local attacker to elevate to 'NT AUTHORITY\System. Impersonation enables the server thread to perform actions on behalf of the client but within the limits of the client's security context. This issue affects: Bitdefender Endpoint Security Tools versions prior to 7.2.1.65. Bitdefender Total Security versions prior to 25.0.26.",CWE-269,7.8,HIGH,2021-10-28T14:15Z,2022-04-25T18:05Z,3.1,269, Improper Privilege Management,2021
CVE-2022-24857,"django-mfa3 is a library that implements multi factor authentication for the django web framework. It achieves this by modifying the regular login view. Django however has a second login view for its admin area. This second login view was not modified, so the multi factor authentication can be bypassed. Users are affected if they have activated both django-mfa3 (< 0.5.0) and django.contrib.admin and have not taken any other measures to prevent users from accessing the admin login view. The issue has been fixed in django-mfa3 0.5.0. It is possible to work around the issue by overwriting the admin login route, e.g. by adding the following URL definition *before* the admin routes: url('admin/login/', lambda request: redirect(settings.LOGIN_URL)",CWE-287,8.8,HIGH,2022-04-15T19:15Z,2022-04-25T18:04Z,3.1,287, Improper Authentication,2022
CVE-2021-39225,"Nextcloud is an open-source, self-hosted productivity platform. A missing permission check in Nextcloud Deck before 1.2.9, 1.4.5 and 1.5.3 allows another authenticated users to access Deck cards of another user. It is recommended that the Nextcloud Deck App is upgraded to 1.2.9, 1.4.5 or 1.5.3. There are no known workarounds aside from upgrading.",CWE-862,8.1,HIGH,2021-10-25T22:15Z,2022-04-25T18:02Z,3.1,862, Missing Authorization,2021
CVE-2021-38473,"The affected product’s code base doesn’t properly control arguments for specific functions, which could lead to a stack overflow.",CWE-787,8.8,HIGH,2021-10-22T12:15Z,2022-04-25T18:02Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-3888,libmobi is vulnerable to Use of Out-of-range Pointer Offset,CWE-119,8.1,HIGH,2021-10-19T13:15Z,2022-04-25T18:01Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-38456,A use of hard-coded password vulnerability in the Moxa MXview Network Management software Versions 3.x to 3.2.2 may allow an attacker to gain access through accounts using default passwords,CWE-798,9.8,CRITICAL,2021-10-12T14:15Z,2022-04-25T18:00Z,3.1,798, Use of Hard-coded Credentials,2021
CVE-2022-29417,Plugin Settings Update vulnerability in ShortPixel's ShortPixel Adaptive Images plugin <= 3.3.1 at WordPress allows an attacker with a low user role like a subscriber or higher to change the plugin settings.,CWE-284,,,2022-04-25T17:15Z,2022-04-25T18:00Z,,284, Improper Access Control,2022
CVE-2022-29418,"Authenticated (admin user role) Persistent Cross-Site Scripting (XSS) in Mark Daniels Night Mode plugin <= 1.0.0 on WordPress via vulnerable parameters: &ntmode_page_setting[enable-me], &ntmode_page_setting[bg-color], &ntmode_page_setting[txt-color], &ntmode_page_setting[anc_color].",CWE-79,,,2022-04-25T17:15Z,2022-04-25T18:00Z,,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022
CVE-2022-29419,SQL Injection (SQLi) vulnerability in Don Crowther's 3xSocializer plugin <= 0.98.22 at WordPress possible for users with a low role like a subscriber or higher.,CWE-89,,,2022-04-25T17:15Z,2022-04-25T18:00Z,,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2022
CVE-2021-41292,ECOA BAS controller suffers from an authentication bypass vulnerability. An unauthenticated attacker through cookie poisoning can remotely bypass authentication and disclose sensitive information and circumvent physical access controls in smart homes and buildings and manipulate HVAC.,CWE-287,9.1,CRITICAL,2021-09-30T11:15Z,2022-04-25T17:59Z,3.1,287, Improper Authentication,2021
CVE-2021-40710,"Adobe Premiere Pro version 15.4 (and earlier) is affected by a memory corruption vulnerability due to insecure handling of a malicious .svg file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required in that the victim must open a specially crafted file to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-29T16:15Z,2022-04-25T17:59Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-39832,"Adobe Framemaker versions 2019 Update 8 (and earlier) and 2020 Release Update 2 (and earlier) are affected by a memory corruption vulnerability due to insecure handling of a malicious PDF file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-29T16:15Z,2022-04-25T17:59Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-39830,"Adobe Framemaker versions 2019 Update 8 (and earlier) and 2020 Release Update 2 (and earlier) are affected by a memory corruption vulnerability due to insecure handling of a malicious PDF file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-29T16:15Z,2022-04-25T17:59Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2021-40703,"Adobe Premiere Elements version 2021.2235820 (and earlier) is affected by a memory corruption vulnerability due to insecure handling of a malicious m4a file, potentially resulting in arbitrary code execution in the context of the current user. User interaction is required to exploit this vulnerability.",CWE-119,7.8,HIGH,2021-09-27T16:15Z,2022-04-25T17:59Z,3.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,2021
CVE-2022-21668,"pipenv is a Python development workflow tool. Starting with version 2018.10.9 and prior to version 2022.1.8, a flaw in pipenv's parsing of requirements files allows an attacker to insert a specially crafted string inside a comment anywhere within a requirements.txt file, which will cause victims who use pipenv to install the requirements file to download dependencies from a package index server controlled by the attacker. By embedding malicious code in packages served from their malicious index server, the attacker can trigger arbitrary remote code execution (RCE) on the victims' systems. If an attacker is able to hide a malicious `--index-url` option in a requirements file that a victim installs with pipenv, the attacker can embed arbitrary malicious code in packages served from their malicious index server that will be executed on the victim's host during installation (remote code execution/RCE). When pip installs from a source distribution, any code in the setup.py is executed by the install process. This issue is patched in version 2022.1.8. The GitHub Security Advisory contains more information about this vulnerability.",CWE-20,8.6,HIGH,2022-01-10T21:15Z,2022-04-25T17:58Z,3.1,20, Improper Input Validation,2022
CVE-2021-40011,There is an uncontrolled resource consumption vulnerability in the display module. Successful exploitation of this vulnerability may affect integrity.,CWE-400,7.5,HIGH,2022-01-10T14:10Z,2022-04-25T17:57Z,3.1,400, Uncontrolled Resource Consumption,2022
CVE-2022-24851,"LDAP Account Manager (LAM) is an open source web frontend for managing entries stored in an LDAP directory. The profile editor tool has an edit profile functionality, the parameters on this page are not properly sanitized and hence leads to stored XSS attacks. An authenticated user can store XSS payloads in the profiles, which gets triggered when any other user try to access the edit profile page. The pdf editor tool has an edit pdf profile functionality, the logoFile parameter in it is not properly sanitized and an user can enter relative paths like ../../../../../../../../../../../../../usr/share/icons/hicolor/48x48/apps/gvim.png via tools like burpsuite. Later when a pdf is exported using the edited profile the pdf icon has the image on that path(if image is present). Both issues require an attacker to be able to login to LAM admin interface. The issue is fixed in version 7.9.1.",CWE-79,4.8,MEDIUM,2022-04-15T19:15Z,2022-04-25T17:55Z,3.1,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022
CVE-2021-27254,This vulnerability allows network-adjacent attackers to bypass authentication on affected installations of NETGEAR R7800. Authentication is not required to exploit this vulnerability. The specific flaw exists within the apply_save.cgi endpoint. This issue results from the use of hard-coded encryption key. An attacker can leverage this vulnerability to execute arbitrary code in the context of root. Was ZDI-CAN-12287.,CWE-798,8.8,HIGH,2021-03-05T20:15Z,2022-04-25T17:48Z,3.1,798, Use of Hard-coded Credentials,2021
CVE-2021-1313,"Multiple vulnerabilities in the ingress packet processing function of Cisco IOS XR Software could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition on an affected device. For more information about these vulnerabilities, see the Details section of this advisory.",CWE-401,7.5,HIGH,2021-02-04T17:15Z,2022-04-25T17:47Z,3.1,401,Missing Release of Memory after Effective Lifetime,2021
CVE-2021-0212,An Information Exposure vulnerability in Juniper Networks Contrail Networking allows a locally authenticated attacker able to read files to retrieve administrator credentials stored in plaintext thereby elevating their privileges over the system. This issue affects: Juniper Networks Contrail Networking versions prior to 1911.31.,CWE-522,5.0,MEDIUM,2021-01-15T18:15Z,2022-04-25T17:47Z,3.1,522, Insufficiently Protected Credentials,2021
CVE-2020-25229,A vulnerability has been identified in LOGO! 8 BM (incl. SIPLUS variants) (All versions < V8.3). The implemented encryption for communication with affected devices is prone to replay attacks due to the usage of a static key. An attacker could change the password or change the configuration on any affected device if using prepared messages that were generated for another device.,CWE-798,7.5,HIGH,2020-12-14T21:15Z,2022-04-25T17:47Z,3.1,798, Use of Hard-coded Credentials,2020
